preparl_phases_id,bill_id,preparl_phases_type,preparl_phases_order,preparl_phases_start_date,preparl_phases_end_state,preparl_phases_count
420,19990027-1,01,2,1994-11-07,1994-11-07,3
421,19990027-1,04,3,1997-04-16,1997-08-31,3
1405,19990028-1,05,1,1994-12-12,1999-02-26,2
1406,19990028-1,04,2,1999-03-15,1999-04-13,2
472,19990028-2,05,1,1994-12-12,1999-02-26,2
473,19990028-2,04,2,1999-03-15,1999-04-13,2
475,19990028-3,05,1,1994-12-12,1999-02-26,2
476,19990028-3,04,2,1999-03-15,1999-04-13,2
477,19990028-4,05,1,1994-12-12,1999-02-26,2
478,19990028-4,04,2,1999-03-15,1999-04-13,2
1626,19990028-5,05,1,1994-12-12,1999-02-26,2
1627,19990028-5,04,2,1999-03-15,1999-04-13,2
479,19990028-6,05,1,1994-12-12,1999-02-26,2
480,19990028-6,04,2,1999-03-15,1999-04-13,2
481,19990028-7,05,1,1994-12-12,1999-02-26,2
482,19990028-7,04,2,1999-03-15,1999-04-13,2
483,19990028-8,05,1,1994-12-12,1999-02-26,2
484,19990028-8,04,2,1999-03-15,1999-04-13,2
1628,19990028-9,05,1,1994-12-12,1999-02-26,2
1629,19990028-9,04,2,1999-03-15,1999-04-13,2
1617,19990032-1,01,1,1995-06-15,1995-06-15,2
1618,19990032-1,04,2,NA,1998-09-30,2
1619,19990033-1,05,1,NA,NA,2
1620,19990033-1,04,2,NA,1998-01-09,2
608,19990033-2,03,1,NA,NA,2
609,19990033-2,04,2,NA,1998-01-09,2
610,19990034-1,03,1,1995-12-15,1998-06-29,2
611,19990034-1,04,2,1997-05-05,1997-08-31,2
447,19990036-1,04,1,1996-04-17,1996-08-30,3
448,19990036-1,02,2,NA,NA,3
449,19990036-1,05,3,NA,NA,3
1445,19990038-1,04,1,1998-06-22,1998-09-30,1
1525,19990047-1,04,1,NA,NA,1
1630,19990050-1,02,1,1999-03-25,1999-03-25,1
502,19990051-1,04,1,1998-10-15,1999-01-22,1
542,19990055-1,05,3,1998-09-15,1998-10-21,3
543,19990055-1,03,1,NA,1995-12-22,3
544,19990055-1,04,2,1998-02-18,1998-05-15,3
450,19990062-1,03,1,1995-01-12,1995-09-26,1
1632,19990062-2,05,1,1995-01-12,1996-06-15,2
1633,19990062-2,03,2,1996-01-01,NA,2
1390,19990072-1,04,1,1999-03-08,1999-04-23,1
1526,19990073-1,05,1,1997-04-07,1997-12-31,2
1527,19990073-1,05,2,1998-06-30,1998-06-30,2
1408,19990074-1,01,1,NA,NA,1
1407,19990074-2,01,1,NA,NA,1
657,19990076-2,04,1,1999-03-08,1999-05-10,1
771,19990082-1,04,1,1999-04-15,1999-07-01,1
772,19990082-2,04,1,1999-04-15,1999-07-01,1
658,19990084-1,04,1,NA,1999-03-30,1
659,19990084-2,04,1,NA,1999-03-30,1
1621,19990086-1,05,1,NA,NA,1
660,19990087-1,02,1,1995-01-15,NA,1
1634,19990087-2,05,1,NA,NA,1
773,19990090-1,04,1,1995-11-22,1996-04-09,1
1622,19990092-1,05,1,NA,NA,1
1635,19990400-2,03,1,NA,NA,1
1528,19990419-1,03,1,NA,NA,1
503,19990451-1,04,1,NA,2002-06-30,1
1555,19990451-2,04,1,NA,2002-06-30,1
504,19990467-1,04,1,1998-02-13,1998-08-31,1
653,20000008-1,04,1,1997-12-15,1998-03-31,1
1640,20000013-1,05,1,2000-01-04,2000-01-04,1
1641,20000013-2,05,1,2000-01-04,2000-01-04,1
1642,20000013-3,05,1,2000-01-04,2000-01-04,1
1643,20000013-4,05,1,2000-01-04,2000-01-04,1
1398,20000014-1,04,2,NA,2000-09-15,1
779,20000014-2,03,1,NA,1998-05-19,3
780,20000014-2,04,2,1998-08-26,1998-11-30,3
781,20000014-2,05,3,NA,1999-11-30,3
784,20000014-3,03,1,NA,1998-05-19,3
785,20000014-3,04,2,1998-08-26,1998-11-30,3
786,20000014-3,05,3,NA,1999-11-30,3
788,20000015-1,05,1,2000-02-04,2000-02-07,1
1644,20000015-2,05,1,2000-02-04,2000-02-07,1
654,20000018-1,01,1,1997-06-30,NA,1
1645,20000018-2,01,1,1997-06-30,NA,1
789,20000024-1,04,1,NA,1997-09-30,1
1646,20000024-2,04,1,NA,1997-09-30,1
791,20000025-1,04,1,1999-11-19,1999-12-31,1
655,20000027-1,04,1,1998-08-26,1998-11-30,1
505,20000030-1,01,1,1996-10-15,1997-06-30,3
506,20000030-1,03,2,1997-06-30,na,3
507,20000030-1,03,3,1999-06-15,na,3
1647,20000032-1,04,1,NA,NA,1
794,20000041-1,04,1,1998-08-26,1998-11-30,1
793,20000041-2,04,1,1998-08-26,1998-11-30,1
661,20000042-2,04,1,1998-07-01,1998-09-15,1
666,20000044-1,04,1,NA,1999-10-22,1
656,20000045-1,05,1,1999-02-15,1999-02-15,1
508,20000052-1,03,1,1992,na,3
509,20000052-1,03,2,1993-01-15,na,3
510,20000052-1,04,3,1997-12-01,1998-05-31,3
1648,20000054-1,04,1,NA,NA,1
798,20000055-1,04,1,1999-10-04,2000-01-31,1
799,20000057-1,04,1,1999-02-24,1999-05-31,1
1322,20000066-1,05,1,NA,NA,1
1649,20000068-1,05,1,NA,NA,1
802,20000071-1,05,1,2000-06-28,2000-06-28,1
804,20000072-1,04,1,1999-05-15,1999-10-15,1
1650,20000073-1,03,1,1996-11-22,1999-11-02,1
1651,20000073-2,03,1,1996-11-22,1999-11-02,1
1652,20000074-1,04,1,NA,NA,1
511,20000075-1,04,1,2000-06-15,2000-08-10,1
1653,20000075-2,04,1,2000-06-15,2000-08-10,1
512,20000076-1,03,1,2000-03-22,2000-06-30,2
513,20000076-1,05,2,2000-08-21,2000-08-21,2
514,20000078-1,03,1,1998-05-28,1999-04-06,3
515,20000078-1,02,2,1999-04-23,1999-04-23,3
516,20000078-1,04,3,1999-06-23,1999-10-31,3
1654,20000079-1,04,1,NA,1999-04-23,1
1655,20000079-2,04,1,NA,1999-04-23,1
1656,20000084-1,05,1,NA,NA,2
1657,20000084-1,03,2,NA,NA,2
1658,20000085-1,05,1,NA,NA,1
667,20000087-1,05,1,NA,NA,1
675,20000088-1,03,2,1997-11-25,NA,2
677,20000088-1,05,2,2000-06-15,2000-06-15,2
800,20000090-1,04,1,2000-06-05,2000-09-15,1
801,20000090-2,04,1,2000-06-05,2000-09-15,1
1294,20000090-3,04,1,2000-06-05,2000-09-15,1
517,20000093-1,04,1,2000-06-28,2000-10-05,1
1933,20000094-2,04,1,1999,NA,1
679,20000095-1,04,1,2000-04-05,2000-07-31,1
1660,20000415-1,04,2,NA,1999-03-31,1
1659,20000415-2,04,1,NA,1996-02-29,2
1661,20000415-2,04,2,NA,1999-03-31,2
803,20000419-1,04,1,2003-11-12,2004-02-29,1
681,20000431-1,04,1,2006-04-04,2006-06-23,1
682,20000461-1,05,1,2003-06-04,2003-07-31,1
1662,20010012-1,05,1,1998-12-15,1998-12-15,1
826,20010014-1,05,1,NA,NA,2
827,20010014-1,04,2,1999-10-27,2000-31-01,2
831,20010015-1,04,1,2000-06-28,2000-09-15,1
1663,20010015-2,04,1,2000-06-28,2000-09-15,1
1664,20010017-1,04,1,NA,NA,1
545,20010019-1,03,1,na,na,3
546,20010019-1,02,2,na,na,3
547,20010019-1,04,3,2000-09-18,2000-12-07,3
1665,20010020-2,04,1,NA,2000-10-31,1
864,20010021-1,03,1,1996-10-31,1998-10-31,2
865,20010021-1,04,2,2000-05-20,2000-08-31,2
866,20010021-2,03,1,1999-02-22,2000-03-31,2
867,20010021-2,04,2,2000-05-10,2000-07-14,2
805,20010022-3,03,1,1999-06-15,2000-02-07,2
806,20010022-3,04,2,2000-03-10,2000-06-15,2
809,20010023-1,03,1,1993-06-07,1997-06-15,2
818,20010023-1,04,2,1997-10-06,1998-01-31,2
810,20010023-10,03,1,1993-06-07,1997-06-15,2
817,20010023-10,04,2,1997-10-06,1998-01-31,2
1666,20010023-11,03,1,1993-06-07,1997-06-15,2
1667,20010023-11,04,2,1997-10-06,1998-01-31,2
1668,20010023-12,03,1,1993-06-07,1997-06-15,2
1669,20010023-12,04,2,1997-10-06,1998-01-31,2
811,20010023-2,03,1,1993-06-07,1997-06-15,2
816,20010023-2,04,2,1997-10-06,1998-01-31,2
812,20010023-3,03,1,1993-06-07,1997-06-15,2
815,20010023-3,04,2,1997-10-06,1998-01-31,2
1670,20010023-4,03,1,1993-06-07,1997-06-15,2
1671,20010023-4,04,2,1997-10-06,1998-01-31,2
813,20010023-5,03,1,1993-06-07,1997-06-15,2
814,20010023-5,04,2,1997-10-06,1998-01-31,2
1672,20010023-6,03,1,1993-06-07,1997-06-15,2
1673,20010023-6,04,2,1997-10-06,1998-01-31,2
807,20010023-7,03,1,1993-06-07,1997-06-15,2
808,20010023-7,04,2,1997-10-06,1998-01-31,2
1674,20010023-8,03,1,1993-06-07,1997-06-15,2
1675,20010023-8,04,2,1997-10-06,1998-01-31,2
1676,20010023-9,03,1,1993-06-07,1997-06-15,2
1677,20010023-9,04,2,1997-10-06,1998-01-31,2
548,20010030-1,05,1,2001-03-15,2001-04-15,1
1678,20010032-1,04,1,NA,NA,1
1679,20010041-1,05,1,NA,NA,1
819,20010044-1,04,1,2001-01-17,2001-03-31,1
549,20010051-1,01,1,1999-05-15,na,2
550,20010051-1,05,2,2001-06-07,2001-06-07,2
1680,20010051-2,01,1,1999-05-15,NA,2
1681,20010051-2,05,2,2001-06-07,2001-06-07,2
1682,20010052-1,05,1,NA,NA,1
1409,20010056-1,04,1,1998-09-28,1999-02-28,2
1411,20010056-1,02,2,2000-03-24,NA,2
1410,20010056-2,04,1,1998-09-28,1999-02-28,2
1412,20010056-2,02,2,2000-03-24,NA,2
868,20010057-1,04,1,1999-12-01,2000-02-29,2
869,20010057-1,05,2,NA,NA,2
551,20010058-2,05,1,na,na,1
552,20010058-3,05,1,na,na,1
553,20010060-1,04,1,2001-05-02,2001-07-31,1
1471,20010062-1,04,3,2001-05-02,2001-07-31,3
554,20010062-1,01,1,1999-01-31,na,3
555,20010062-1,01,2,2000-04-30,2000-05-25,3
820,20010064-1,03,1,1998-10-05,1999-10-15,2
821,20010064-1,04,2,2000-07-15,2000-10-30,2
822,20010065-1,04,2,NA,1999-03-30,2
823,20010065-1,05,1,1999-06-30,NA,2
1683,20010065-2,04,1,NA,1999-03-30,2
1684,20010065-2,03,2,1999-06-30,NA,2
1685,20010065-3,04,1,NA,1999-03-30,2
1686,20010065-3,03,2,1999-06-30,N,2
824,20010065-4,03,2,1999-06-30,NA,2
825,20010065-4,04,1,NA,1999-03-30,2
1687,20010068-1,05,1,NA,NA,1
1688,20010069-1,05,1,NA,NA,1
1689,20010069-2,05,1,NA,NA,1
1690,20010069-3,05,1,NA,NA,1
556,20010071-1,04,1,2000-09-18,2000-12-31,1
557,20010074-1,03,1,1994-12-15,na,4
558,20010074-1,04,2,na,1996-06-30,4
559,20010074-1,05,3,na,1999-03-31,4
560,20010074-1,04,4,na,1999-11-30,4
565,20010074-2,03,1,1994-12-15,na,4
566,20010074-2,04,2,na,1996-06-30,4
567,20010074-2,05,3,na,1999-03-31,4
568,20010074-2,04,4,na,1999-11-30,4
694,20010076-1,03,1,1999-04-30,2000-12-18,2
695,20010076-1,04,2,NA,2001-05-15,2
697,20010076-2,03,1,1999-04-30,2000-12-18,2
698,20010076-2,04,2,NA,2001-05-15,2
699,20010076-3,03,1,1999-04-30,2000-12-18,2
700,20010076-3,04,2,NA,2001-05-15,2
701,20010076-4,03,1,1999-04-30,2000-12-18,2
702,20010076-4,04,2,NA,2001-05-15,2
703,20010076-5,03,1,1999-04-30,2000-12-18,2
704,20010076-5,04,2,NA,2001-05-15,2
1534,20010077-1,03,1,1990-01-15,1991-01-15,3
870,20010077-1,05,2,1999-07-01,1999-07-31,3
871,20010077-1,04,3,2000-10-30,2001-01-31,3
1691,20010077-2,04,1,NA,1993-12-31,3
1692,20010077-2,03,2,1990-01-15,1990-01-15,3
1693,20010077-2,05,3,1999-07-01,1999-07-31,3
1694,20010078-1,04,1,2001-09-15,2001-09-15,1
569,20010079-1,04,1,2001-06-15,2001-09-30,1
1698,20010080-1,04,2,1998-11-15,1999-03-31,1
1700,20010080-2,04,2,1998-11-15,1999-03-31,1
1696,20010080-3,04,2,1998-11-15,1999-03-31,1
1702,20010080-4,04,2,1998-11-15,1999-03-31,1
1704,20010080-5,04,2,1998-11-15,1999-03-31,1
570,20010080-6,04,1,1998-11-15,1999-03-31,1
714,20010082-1,03,1,1995-06-30,1998-12-15,2
715,20010082-1,04,2,1999-04-28,1999-10-31,2
712,20010082-2,03,1,1995-06-30,1998-12-15,2
713,20010082-2,04,2,1999-04-28,1999-10-31,2
1705,20010083-1,04,1,1994-07-15,199-07-15,2
1706,20010083-1,04,2,1995-07-15,1995-07-15,2
716,20010300-1,04,1,2003-06-25,2003-10-10,1
1934,20010401-1,03,1,NA,NA,1
1707,20010419-1,03,1,NA,NA,1
1708,20010419-2,03,1,NA,NA,1
572,20020010-1,01,1,NA,NA,3
573,20020010-1,05,2,na,2000-08-30,3
574,20020010-1,04,3,2000-08-30,2001-01-15,3
872,20020020-1,05,1,NA,NA,1
1709,20020021-1,03,1,2001-06-15,2001-06-15,1
828,20020022-1,03,1,NA,NA,3
829,20020022-1,01,2,2000-10-15,2001-02-15,3
830,20020022-1,04,3,2001-07-15,2001-09-30,3
832,20020023-1,04,1,2001-05-15,2001-08-31,1
1710,20020023-2,04,1,2001-05-15,2001-08-31,1
833,20020023-3,04,1,2001-05-15,2001-08-31,1
834,20020024-1,03,1,1998-09-10,NA,2
835,20020024-1,04,2,NA,2000-11-10,2
1711,20020025-1,04,1,2001-05-15,2001-08-31,1
1712,20020026-1,05,1,2001-12-15,2002-01-08,1
1713,20020026-2,05,1,2001-12-15,2002-01-08,1
1714,20020026-3,05,1,2001-12-15,2002-01-08,1
1715,20020027-1,05,1,1999-06-15,2001-08-27,1
717,20020032-1,03,1,NA,NA,1
718,20020032-2,03,1,NA,NA,1
1716,20020038-1,04,1,NA,1998-10-19,1
1717,20020041-1,04,1,2001-01-15,2001-04-30,1
1060,20020041-2,04,1,2001-01-15,2001-04-30,1
1718,20020042-1,04,1,NA,NA,1
836,20020043-1,03,1,NA,1999-04-23,2
837,20020043-1,05,2,NA,NA,2
1719,20020045-1,03,1,NA,NA,1
838,20020046-1,03,1,2000-10-15,2001-03-15,5
839,20020046-1,03,2,2000-10-15,2001-03-15,5
840,20020046-1,03,3,2000-10-15,2001-03-15,5
841,20020046-1,02,4,2001-03-15,2002-02-30,5
842,20020046-1,04,5,NA,2002-01-10,5
1720,20020046-2,04,1,NA,2002-01-10,1
843,20020046-3,04,1,NA,2002-01-10,1
844,20020046-4,04,1,NA,2002-01-10,1
845,20020046-5,04,1,NA,2002-01-10,1
846,20020046-6,04,1,NA,2002-01-10,1
847,20020046-7,04,1,2001-09-21,2001-12-31,1
879,20020047-1,04,1,NA,2001-12-31,1
880,20020050-1,03,1,NA,NA,2
881,20020050-1,04,2,2001-03-15,2001-07-15,2
897,20020052-1,05,1,NA,NA,1
1721,20020052-2,05,1,NA,NA,1
575,20020060-1,03,1,1999-06-30,2000-03-09,4
577,20020060-1,05,2,2000-06-15,na,4
578,20020060-1,04,3,2001-06-20,2001-09-20,4
580,20020060-1,03,4,2001-11-15,na,4
581,20020060-2,03,1,1999-06-30,2000-03-09,4
582,20020060-2,05,2,2000-06-15,na,4
583,20020060-2,04,3,2001-06-20,2001-09-20,4
588,20020060-2,03,4,2001-11-15,NA,4
584,20020060-3,03,1,1999-06-30,2000-03-09,4
585,20020060-3,05,2,2000-06-15,na,4
586,20020060-3,04,3,2001-06-20,2001-09-20,4
587,20020060-3,03,4,2001-11-15,NA,4
1722,20020062-1,04,1,NA,NA,1
1723,20020064-1,04,1,NA,NA,1
719,20020065-1,03,1,1995-10-13,1998-06-30,2
720,20020065-1,04,2,1998-09-28,1999-03-31,2
1724,20020066-1,04,1,NA,NA,1
721,20020067-3,04,1,2002-03-27,2002-05-24,1
882,20020072-1,04,1,NA,2002-04-15,1
883,20020072-2,04,1,NA,2002-04-15,1
1725,20020072-3,04,1,NA,2002-04-15,1
1726,20020072-4,04,1,NA,2002-04-15,1
884,20020073-1,02,1,NA,NA,2
885,20020073-1,04,2,NA,2001-11-31,2
589,20020077-1,05,1,2001-10-31,na,2
590,20020077-1,05,2,2002-05-15,na,2
722,20020081-1,03,1,1999-06-30,NA,1
591,20020083-1,02,1,NA,2002-06-15,3
592,20020083-1,05,2,2002-04-15,2002-05-15,3
593,20020083-1,04,3,2002-05-22,2002-08-30,3
594,20020083-2,02,1,2001-07-03,2002-06-15,3
595,20020083-2,05,2,2002-04-15,2002-04-15,3
596,20020083-2,04,3,2002-05-22,2002-08-30,3
597,20020084-1,03,1,1999-03-19,2000-10-15,2
598,20020084-1,04,2,2001-02-13,2001-05-31,2
1727,20020088-1,05,1,NA,NA,1
1728,20020088-2,05,1,NA,NA,1
724,20020090-1,04,2,2001-11-14,2002-02-28,1
725,20020092-1,03,1,NA,1998-10-01,2
726,20020092-1,04,2,2001-09-21,2001-12-31,2
727,20020093-1,04,1,2000-12-20,2001-04-30,1
612,20020303-1,03,1,na,2004-06-30,1
728,20020400-1,03,1,2001-06-11,2001-11-08,1
1729,20020400-2,03,1,2001-06-11,2001-11-08,1
886,20020415-1,05,1,2006-01-12,2006-01-12,1
729,20020436-1,03,1,NA,NA,2
730,20020436-1,04,2,NA,NA,2
731,20020440-1,04,1,2009-01-28,2009-05-08,1
898,20020468-1,04,1,2005-06-07,2005-07-15,1
732,20020473-1,04,1,2007-12-10,2008-03-10,1
616,20030008-1,03,1,1999-11-23,NA,2
617,20030008-1,04,2,NA,NA,2
899,20030013-1,03,1,1998-07-02,NA,2
900,20030013-1,04,2,2000-04-19,2000-08-11,2
1730,20030015-1,04,1,NA,NA,1
618,20030016-1,03,1,NA,NA,2
619,20030016-1,04,2,2001-09-15,2002-01-31,2
620,20030016-2,04,1,2001-09-15,2002-01-31,1
901,20030019-1,05,1,NA,NA,1
648,20030035-1,03,1,2002-07-15,2002-09-15,3
649,20030035-1,03,2,2002-07-15,2002-11-15,3
650,20030035-1,03,3,2002-11-15,NA,3
651,20030035-2,02,1,NA,NA,2
652,20030035-2,04,2,1998-09-16,1998-12-31,2
1296,20030038-1,05,1,NA,NA,1
1297,20030038-2,05,1,NA,NA,1
902,20030039-1,04,1,2002-07-03,2002-10-03,1
1732,20030042-1,05,1,NA,NA,1
1733,20030045-1,03,1,2002-05-26,2002-05-31,1
613,20030047-1,05,1,2003-06-16,2003-06-20,1
1031,20030047-2,05,1,2003-06-16,2003-06-20,2
1032,20030047-2,03,2,na,na,2
1033,20030047-3,05,1,2003-06-16,2003-06-20,2
1034,20030047-3,03,2,na,na,2
1734,20030047-4,05,1,2003-06-16,2003-06-20,2
1735,20030047-4,03,2,NA,NA,2
1736,20030047-5,05,1,2003-06-16,2003-06-20,2
1737,20030047-5,03,2,NA,NA,2
1035,20030047-6,05,1,2003-06-16,2003-06-20,2
1036,20030047-6,03,2,na,na,2
1738,20030049-1,04,1,2000-06-15,2000-10-31,1
1739,20030049-3,04,1,2000-06-15,200-10-31,1
1740,20030059-1,04,1,NA,NA,1
903,20030060-1,04,1,2003-06-03,2003-07-04,1
1073,20030066-1,05,1,na,na,1
737,20030072-1,04,1,2003-01-15,2003-04-30,1
739,20030073-1,04,1,2002-07-15,2002-10-15,1
887,20030076-1,03,1,2001-10-31,2002-03-15,2
888,20030076-1,04,2,2002-12-18,2003-03-28,2
676,20030078-1,04,1,2001-01-31,2001-07-31,1
1743,20030079-1,05,3,2003-01-09,2003-01-09,1
621,20030419-1,03,1,NA,NA,1
905,20030428-1,04,1,2007-07-03,2007-10-10,1
906,20030454-1,05,1,2004-02-09,2004-02-09,2
907,20030454-1,04,2,2004-11-17,2005-03-11,2
622,20040010-1,03,1,2001-06-30,2002-06-30,2
623,20040010-1,04,2,2003-01-22,2003-04-30,2
1744,20040020-1,05,1,NA,NA,1
624,20040021-1,02,1,2003-10-09,2003-10-09,1
1413,20040024-1,02,1,NA,1999-09-15,1
742,20040025-1,05,1,2004-02-16,2004-03-15,1
625,20040027-1,02,1,2001-03-13,2001-03-13,1
614,20040031-1,03,1,2002-08-15,na,2
615,20040031-1,04,2,2004-03-15,2004-04-27,2
1039,20040031-2,03,2,2002-08-15,na,2
1040,20040031-2,04,2,2004-03-15,2004-04-27,2
1037,20040031-3,03,1,2002-08-15,na,2
1041,20040031-3,04,2,2004-03-15,2004-04-27,2
1746,20040032-1,04,1,2004-03-15,NA,1
967,20040032-2,04,1,2004-03-15,NA,1
968,20040033-1,04,1,2004-03-15,NA,1
1747,20040033-2,04,1,2004-03-15,NA,1
1748,20040034-1,04,1,2004-03-15,NA,1
909,20040035-1,04,1,NA,2003-12-15,1
1749,20040035-2,04,1,NA,2003-12-15,1
910,20040044-1,02,1,2002-10-28,2003-03-31,3
911,20040044-1,03,2,NA,2003-03-25,3
912,20040044-1,04,3,2003-12-05,2004-02-29,3
1414,20040046-1,04,1,2001-12-07,2002-04-30,1
1530,20040051-1,03,1,2001-06-15,2004-05-31,1
1750,20040055-1,05,1,NA,NA,1
915,20040061-1,04,1,2004-05-15,2004-07-12,1
917,20040061-2,04,1,2004-05-15,2004-07-12,1
626,20040062-1,03,1,NA,NA,2
627,20040062-1,04,2,2004-05-12,2004-07-12,2
1751,20040062-2,03,1,NA,NA,2
1752,20040062-2,04,2,2004-05-12,2004-07-12,2
1753,20040063-1,05,1,2001-04-11,2004-04-22,2
1754,20040063-1,04,2,2004-06-30,2004-09-17,2
1300,20040063-2,05,1,2001-04-11,2004-04-22,2
1301,20040063-2,04,2,2004-06-30,2004-09-17,2
1302,20040063-3,05,1,2001-04-11,2004-04-22,2
1303,20040063-3,04,2,2004-06-30,2004-09-17,2
1304,20040063-4,05,1,2001-04-11,2004-04-22,2
1305,20040063-4,04,2,2004-06-30,2004-09-17,2
1306,20040063-5,05,1,2001-04-11,2004-04-22,2
1307,20040063-5,04,2,2004-06-30,2004-09-17,2
1308,20040063-6,05,1,2001-04-11,2004-04-22,2
1309,20040063-6,04,2,2004-06-30,2004-09-17,2
1310,20040063-7,05,1,2001-04-11,2004-04-22,2
1311,20040063-7,04,2,2004-06-30,2004-09-17,2
1312,20040063-8,05,1,2001-04-11,2004-04-22,2
1313,20040063-8,04,2,2004-06-30,2004-09-17,2
662,20040065-1,04,1,2003-11-15,2004-03-31,1
1333,20040066-1,05,1,2003-06-30,2003-06-30,2
1334,20040066-1,04,2,2004-07-02,2004-09-17,2
969,20040067-1,03,1,1999-06-21,2004-06-14,2
970,20040067-1,04,2,2004-07-02,2004-09-17,2
663,20040069-1,04,1,2004-01-15,2004-07-15,1
628,20040071-1,05,1,2003-02-15,2003-02-15,1
1119,20040072-1,04,1,2003-08-20,2003-11-30,1
664,20040073-1,04,1,2003-10-31,2004-02-15,1
971,20040074-1,05,1,2000-12-14,2000-12-14,3
972,20040074-1,03,2,NA,2001-12-21,3
973,20040074-1,04,3,2003-03-14,2003-05-30,3
974,20040077-1,04,1,2004-04-02,2004-07-09,1
1755,20040077-2,04,1,2004-04-02,2004-07-09,1
629,20040078-1,03,1,2003-01-15,NA,3
630,20040078-1,05,2,NA,NA,3
631,20040078-1,04,3,2004-03-10,2004-06-30,3
668,20040079-1,05,1,2003-10-31,na,1
670,20040080-1,01,1,2004-10-01,2004-10-01,2
671,20040080-1,05,2,2004-11-01,na,2
1756,20040080-2,01,1,2004-10-01,2004-10-01,2
1757,20040080-2,05,2,2004-11-01,NA,2
1758,20040080-3,01,1,2004-10-01,2004-10-01,2
1759,20040080-3,05,2,2004-11-01,NA,2
672,20040081-1,04,1,2004-02-28,2004-04-30,1
1760,20040083-1,03,1,na,na,2
1761,20040083-1,04,2,2004-06-30,2004-09-30,2
673,20040083-2,03,1,na,na,2
678,20040083-2,04,2,2004-06-30,2004-09-30,2
1762,20040083-3,03,1,na,na,2
1763,20040083-3,04,2,2004-06-30,2004-09-30,2
975,20040084-1,03,1,NA,2003-07-04,1
680,20040085-1,04,1,2006-05-15,2006-08-04,1
977,20040086-1,04,1,2004-06-30,2004-09-15,1
750,20040430-1,04,1,2008-11-07,2009-02-03,1
632,20040439-1,04,1,2011-02-28,2011-05-31,1
978,20040444-1,04,1,2007-01-19,2007-04-23,1
979,20040457-1,04,1,2007-03-09,2007-06-15,1
980,20040463-1,04,1,2006-04-11,2006-06-30,1
981,20040472-1,04,1,2011-12-05,2012-03-05,1
633,20040476-1,04,1,2006-10-04,2007-01-09,1
1094,20050016-1,03,1,2002-04-16,2002-04-17,1
634,20050017-1,03,1,NA,NA,2
635,20050017-1,05,2,NA,NA,2
982,20050025-1,04,1,2004-06-23,2004-09-24,1
683,20050027-1,04,1,2002-09-11,2003-15-01,1
1764,20050028-1,04,1,2003-12-19,2004-04-30,1
1765,20050028-10,04,1,2003-12-19,2004-04-30,1
1253,20050028-11,04,1,2003-12-19,2004-04-30,1
1766,20050028-2,04,1,2003-12-19,2004-04-30,1
1772,20050028-3,04,1,2003-12-19,2004-04-30,1
1771,20050028-4,04,1,2003-12-19,2004-04-30,1
1770,20050028-5,04,1,2003-12-19,2004-04-30,1
1769,20050028-6,04,1,2003-12-19,2004-04-30,1
1768,20050028-7,04,1,2003-12-19,2004-04-30,1
1767,20050028-8,04,1,2003-12-19,2004-04-30,1
1254,20050028-9,04,1,2003-12-19,2004-04-30,1
1095,20050030-1,04,1,2003-10-15,2004-02-01,1
751,20050034-1,04,1,2004-09-24,2004-11-01,2
752,20050034-1,05,2,2004-10-22,2004-10-22,2
1096,20050040-1,04,1,2001-12-11,2002-04-30,2
1097,20050040-1,04,2,2004-07-01,2004-10-31,2
1098,20050040-2,04,1,2001-12-11,2002-04-30,2
1099,20050040-2,04,2,2004-07-01,2004-10-31,2
636,20050046-1,05,1,2003-06-30,2003-06-30,1
637,20050046-2,05,1,2003-06-30,2003-06-30,1
1141,20050052-1,02,1,2004-08-12,2005-06-02,3
1142,20050052-1,03,2,NA,NA,3
1143,20050052-1,04,3,2004-09-24,2004-12-31,3
1773,20050052-2,02,1,2004-08-12,2005-06-02,3
1774,20050052-2,03,2,NA,NA,3
1775,20050052-2,04,3,2004-09-24,2004-12-31,3
2151,20050053-1,02,2,2004-08-12,2005-06-02,2
753,20050053-1,04,1,2004-10-05,2004-12-31,2
754,20050053-2,04,1,2004-10-05,2004-12-31,1
1777,20050057-1,04,2,2004-10-20,2005-01-20,1
1429,20050057-2,04,1,2004-06-11,2005-01-20,1
921,20050058-1,02,1,2000-01-31,2001-07-12,3
922,20050058-1,03,2,2002-06-01,2002-08-31,3
923,20050058-1,04,3,2003-12-15,2004-04-30,3
983,20050058-2,03,1,2000-01-31,2001-07-12,3
984,20050058-2,05,2,2000-08-15,2002-02-15,3
985,20050058-2,04,3,2003-12-15,2004-04-30,3
986,20050060-1,05,1,2004-08-15,2004-08-15,3
987,20050060-1,04,2,2004-09-15,2004-12-15,3
988,20050060-1,05,3,2005-03-15,2005-04-07,3
1778,20050063-1,04,1,NA,NA,1
861,20050065-1,04,1,2003-02-12,2003-05-31,2
862,20050065-1,04,2,2005-04-05,2005-06-24,2
924,20050070-1,04,1,2004-09-24,2005-02-15,1
1779,20050070-2,04,1,2004-09-24,2005-02-15,1
639,20050071-1,04,1,2004-03-18,2004-05-28,1
1780,20050071-2,04,1,2004-03-18,2004-05-28,1
925,20050072-1,03,1,2002-02-15,NA,2
926,20050072-1,04,2,2004-02-15,NA,2
928,20050073-1,05,1,2005-08-11,2005-08-11,1
927,20050073-2,05,1,2005-08-11,2005-08-11,1
1781,20050073-3,05,1,2005-08-11,2005-08-11,1
